escola_slug,escola_nome,ano,estado,grupo,titulo_samba,compositores,interpretacao
mocidade-independente,Mocidade Independente de Padre Miguel,1999,RJ,Grupo Especial,Villa-Lobos e a Apoteose Brasileira,"Santana, Nascimento e Ricardo Simpatia",Wander Pires Nunes
mocidade-independente,Mocidade Independente de Padre Miguel,2000,RJ,Grupo Especial,"Verde, Amarelo, Branco, Anil, Colorem o Brasil no Ano 2000","Dico da Viola, Jefinho, Marquinho Índio e Marquinho PQD","Paulo Henrique, Nego Martins e Tiãozinho"
mocidade-independente,Mocidade Independente de Padre Miguel,2001,RJ,Grupo Especial,Paz e Harmonia - A Mocidade É Alegria,"Joãozinho, Marcelo do RAP, Domenil e J. Brito",David do Pandeiro
mocidade-independente,Mocidade Independente de Padre Miguel,2002,RJ,Grupo Especial,O Grande Circo Místico,"Beto Corrêa, Dico da Viola, Jefinho e Marquinhos Índio",Wander Pires Nunes
mocidade-independente,Mocidade Independente de Padre Miguel,2003,RJ,Grupo Especial,"Para Sempre no Seu Coração, Carnaval da Doação",Santana e Ricardo Simpatia,Paulo Costa Alves (Paulinho Mocidade)
mocidade-independente,Mocidade Independente de Padre Miguel,2004,RJ,Grupo Especial,"Não Corra, não Mate, não Morra. Pegue Carona com a Mocidade!",Santana e Ricardo Simpatia,Paulo Costa Alves (Paulinho Mocidade)
mocidade-independente,Mocidade Independente de Padre Miguel,2005,RJ,Grupo Especial,"Buon Mangiare, Mocidade! A Arte Está na Mesa","Inácio Rios, Nilton Mello e Jorginho Valle",Roger Linhares
mocidade-independente,Mocidade Independente de Padre Miguel,2006,RJ,Grupo Especial,A Vida que Pedi a Deus,"Toco, Rafael Só e Marquinho Marino",Wander Pires Nunes
mocidade-independente,Mocidade Independente de Padre Miguel,2007,RJ,Grupo Especial,O Futuro no Pretérito - Uma História Feita à Mão,"Toco, Rafael Só e Marquinho Marino",Bruno Ribas
mocidade-independente,Mocidade Independente de Padre Miguel,2008,RJ,Grupo Especial,"O Quinto Império: de Portugal ao Brasil, Uma Utopia na História","Marquinho Marino, Gustavo Henrique e Igor Leal",Bruno Ribas
mocidade-independente,Mocidade Independente de Padre Miguel,2009,RJ,Grupo Especial,Mocidade Apresenta: Clube Literário Machado de Assis e Guimarães Rosa ... Estrelas em Poesia!,"Jefinho, Santana, Ricardo Simpatia, Marquinho Índio e Diego Rodrigues",Wander Pires Nunes
mocidade-independente,Mocidade Independente de Padre Miguel,2010,RJ,Grupo Especial,"Do Paraíso de Deus ao Paraíso da Loucura, Cada Um Sabe o que Procura","J. Giovanni, Zé Glória e Hugo Reis",David do Pandeiro
mocidade-independente,Mocidade Independente de Padre Miguel,2011,RJ,Grupo Especial,Parábola dos Divinos Semeadores,"J. Giovanni, Zé Glória e Hugo Reis",Nêgo e  Richahs
mocidade-independente,Mocidade Independente de Padre Miguel,2012,RJ,Grupo Especial,"Por Ti, Portinari , Rompendo a Tela, a Realidade","Diego Nicolau, Gabriel Teixeira e Gustavo Soares",Luís Fernando Guaglianone dos Santos (Luizinho Andanças)
mocidade-independente,Mocidade Independente de Padre Miguel,2013,RJ,Grupo Especial,Eu Vou de Mocidade com Samba e Rock in Rio - Por Um Mundo Melhor,"Jefinho Rodrigues, Jorginho Medeiros, Marquinho Indio, Domingos PS, Moleque Silveira e Gustavo Henrique",Luís Fernando Guaglianone dos Santos (Luizinho Andanças)
mocidade-independente,Mocidade Independente de Padre Miguel,2014,RJ,Grupo Especial,Pernambucópolis,"Dudu Nobre, Jefinho Rodrigues, Marquinho Índio, Jorginho Medeiros, Gabriel Teixeira e Diego Nicolau",Bruno Ribas e Dudu Nobre
mocidade-independente,Mocidade Independente de Padre Miguel,2015,RJ,Grupo Especial,"Se o Mundo Fosse Acabar, Me Diz o que Você Faria se só lhe Restasse Um Dia?","Ricardo Mendonça, Tio Bira, Anderson Viana e Lúcio Naval",Bruno Ribas e Dudu Nobre
mocidade-independente,Mocidade Independente de Padre Miguel,2016,RJ,Grupo Especial,"O Brasil de La Mancha - Sou Miguel, Padre Miguel. Sou Cervantes, Sou Quixote Cavaleiro, Pixote Brasileiro","Wander Pires, Jefinho Rodrigues, Marquinho Índio, J. Medeiros, Domingos Pressão, Jonas Marques, Paulo Ferraz, Lauro Silva e Lero Pires",Bruno Ribas
mocidade-independente,Mocidade Independente de Padre Miguel,2017,RJ,Grupo Especial,As Mil e Uma Noites de Uma Mocidade Pra Lá de Marrakesh,"Altay Veloso, Paulo César Feital, Zé Glória, J. Giovanni, Dadinho, Zé Paulo Sierra, Gustavo, Fábio Borges, André Baiacú, Thiago Meiners",Wander Pires
mocidade-independente,Mocidade Independente de Padre Miguel,2018,RJ,Grupo Especial,"Namastê: a Estrela que Habita em Mim, Saúda a que Existe em Você","Altay Veloso, Paulo Cesar Feital, Zé Glória, J. Giovanni, Denilson do Rosário, Carlinhos da Chácara, Alex Saraiça e Leo Peres",Wander Pires
mocidade-independente,Mocidade Independente de Padre Miguel,2019,RJ,Grupo Especial,Eu Sou o Tempo. Tempo É Vida,"Jefinho Rodrigues, Diego Nicolau, Marquinho Índio, Jonas Marques, Richard Valença, Roni Pit'Stop, Orlando Ambrosio e Cabeça do Ajax",Wander Pires
mocidade-independente,Mocidade Independente de Padre Miguel,2020,RJ,Grupo Especial,Elza Deusa Soares,"Sandra de Sá, Igor Vianna, Dr. Márcio, Solano Santos, Renan Diniz, Jefferson Oliveira, Professor Laranjo e Telmo Augusto",Wander Pires
mocidade-independente,Mocidade Independente de Padre Miguel,2021,RJ,,Batuque ao caçador,,Wander Pires
mocidade-independente,Mocidade Independente de Padre Miguel,2022,RJ,Grupo Especial,Batuque ao Caçador,"Carlinhos Brown, Diego Nicolau, Richard Valença, Orlando Ambrosio, Gigi da Estiva, Nattan Lopes, J.J. Santos e Cabeça do Ajax",Wander Pires
mocidade-independente,Mocidade Independente de Padre Miguel,2023,RJ,Grupo Especial,"Terra de Meu Céu, Estrelas de Meu Chão","Diego Nicolau, Richard Valença, Orlando Ambrosio, Gigi da Estiva, W Correa, Leandro Budegas e Cabeça do Ajax",Nino do Milênio
mocidade-independente,Mocidade Independente de Padre Miguel,2024,RJ,Grupo Especial,Pede Caju Que Dou... Pé de Caju Que Dá!,,Zé Paulo Sierra
mocidade-independente,Mocidade Independente de Padre Miguel,2025,RJ,Grupo Especial,Voltando Para o Futuro - Não Há Limites pra Sonhar,"Paulo Cesar Feital, Cláudio Russo, Alex Saraiça, Denilson Rozario, Carlinhos da Chácara, Marcelo Casanossa, Rogerinho, Nito de Souza, Dr Castilho e Léo Peres",Zé Paulo Sierra
mocidade-independente,Mocidade Independente de Padre Miguel,2026,RJ,Grupo Especial,"Rita Lee , A Padroeira da Liberdade",,
nene-de-vila-matilde,Nenê de Vila Matilde,1969,SP,Grupo 1,Com Recife Antigo no Coração,,
nene-de-vila-matilde,Nenê de Vila Matilde,1970,SP,Grupo 1,Paulicéia Desvairada,,
nene-de-vila-matilde,Nenê de Vila Matilde,1971,SP,Grupo 1,O Brasil em festa no sonho de Aladino,,
nene-de-vila-matilde,Nenê de Vila Matilde,1972,SP,Grupo 1,Olhai o Progresso de São Paulo,,
nene-de-vila-matilde,Nenê de Vila Matilde,1973,SP,Grupo 1,São Paulo na Academia Brasileira de Letras,,
nene-de-vila-matilde,Nenê de Vila Matilde,1974,SP,Grupo 1,"Samba, Carnaval e Flores",,
nene-de-vila-matilde,Nenê de Vila Matilde,1975,SP,Grupo 1,Exaltação às Raças de um Brasil Gigante,Armando da Mangueira,
nene-de-vila-matilde,Nenê de Vila Matilde,1976,SP,Grupo 1,As Carrancas do Rio São Francisco,Clarim,
nene-de-vila-matilde,Nenê de Vila Matilde,1978,SP,Grupo 1,Sonho de um Rei Negro,João Dionísio e Bom Cabelo,
nene-de-vila-matilde,Nenê de Vila Matilde,1979,SP,Grupo 1,"Treze, Rei, Patuá",Armando da Mangueira,
nene-de-vila-matilde,Nenê de Vila Matilde,1980,SP,Grupo 1,Magnitude de uma Raça,"Osvaldinho Babão, Coquinho e Pirulito",
nene-de-vila-matilde,Nenê de Vila Matilde,1981,SP,Grupo 1,Axé - Sonho de Candeia,Armando da Mangueira,
nene-de-vila-matilde,Nenê de Vila Matilde,1982,SP,Grupo 1,"Palmares, Raízes da Liberdade",Armando da Mangueira e Jangada,
nene-de-vila-matilde,Nenê de Vila Matilde,1983,SP,Grupo 1,Gosto é Gosto e Não se Discute,"Armando da Mangueira, Oswaldo Arouche e Biguinho",
nene-de-vila-matilde,Nenê de Vila Matilde,1984,SP,Grupo 1,Sagração dos Deuses,Armando da Mangueira,
nene-de-vila-matilde,Nenê de Vila Matilde,1985,SP,Grupo 1,"O Dia em que o Cacique Rodou a Baiana, Aí ó!",Marco Antônio,
nene-de-vila-matilde,Nenê de Vila Matilde,1986,SP,Grupo 1,Rabo de Foguete,Armando da Mangueira,
nene-de-vila-matilde,Nenê de Vila Matilde,1987,SP,Grupo 1,"Pernambuco, Leão do Norte","Armando da Mangueira, Miguelzinho da Vila, Pilica, Filé, Lume e Ricardo",
nene-de-vila-matilde,Nenê de Vila Matilde,1988,SP,Grupo Especial,O Poeta Falou Zona Leste Somos Nós,Marco Antônio,
nene-de-vila-matilde,Nenê de Vila Matilde,1989,SP,Grupo Especial,Eu Tenho Origem,"Ney do Cavaco, Filé e Ricardo",
nene-de-vila-matilde,Nenê de Vila Matilde,1990,SP,Grupo Especial,Respeito é Bom e eu Gosto,"Ney do Cavaco, Filé, Ricardo e Jovilson",
nene-de-vila-matilde,Nenê de Vila Matilde,1991,SP,Grupo Especial,Tudo Mentira... Será que é,Wagner Santos,
nene-de-vila-matilde,Nenê de Vila Matilde,1992,SP,Grupo Especial,"Luz, Divina Luz","Santaninha, Baby, Clóvis, Rubens Gordinho e Barbosinha",
nene-de-vila-matilde,Nenê de Vila Matilde,1993,SP,Grupo Especial,Primeiro Desejo,"Santaninha, Baby, Clóvis, Rubens Gordinho e Barbosinha",
nene-de-vila-matilde,Nenê de Vila Matilde,1994,SP,Grupo Especial,"Pira-ique, Mistério e Magia","Panda, Mosquitinho, J.Reis e Juarez",
nene-de-vila-matilde,Nenê de Vila Matilde,1995,SP,Grupo Especial,Eu Te Amo,"Dom Marcos, Adelson, Rubinho, Marcão, Cizão,Edinho, J.Reis, Panda, Wagner, Mosquitinho, Adil, Rose e Eduardo",
nene-de-vila-matilde,Nenê de Vila Matilde,1996,SP,Grupo Especial,Comunicação - Taí a Informação,Elzo e Canuto,
nene-de-vila-matilde,Nenê de Vila Matilde,1997,SP,Grupo Especial,Narciso Negro,"Dom Marcos, Marco Antônio, Nilton da Flor, Mikal,Vado e Zé Carlos",
nene-de-vila-matilde,Nenê de Vila Matilde,1998,SP,Grupo Especial,"Sementes do Samba, União de Gente Bamba","Santaninha, Baby, Clóvis Pê, Rubens Gordinho e Barbosinha",
nene-de-vila-matilde,Nenê de Vila Matilde,1999,SP,Grupo Especial,"Voa Águia, que Sampa é Toda Tua","Santaninha, Baby, Clóvis Pê e Rubens Gordinho",
nene-de-vila-matilde,Nenê de Vila Matilde,2000,SP,Grupo Especial,Porque me Orgulho de ser Brasileiro - A Era Vargas,"Santaninha, Baby, Clóvis Pê e Rubens Gordinho",
nene-de-vila-matilde,Nenê de Vila Matilde,2001,SP,Grupo Especial,"Voei, voei, na Vila aportei, onde me deram uma coroa de rei","Santaninha, Baby, Clóvis Pe e Rubens Gordinho",
nene-de-vila-matilde,Nenê de Vila Matilde,2002,SP,Grupo Especial,"Em Não Se Plantando, Tudo Nos Dão? Não",,
nene-de-vila-matilde,Nenê de Vila Matilde,2003,SP,Grupo Especial,É Melhor ler... O Mundo Colorido de Um Maluco Genial,"Paulinho Sampagode, Fabiano Sorriso, Pedrinho Sem Braço e Edy",
nene-de-vila-matilde,Nenê de Vila Matilde,2004,SP,Grupo Especial,"A Águia Voa Para o Futuro, que Legal! É Bienal no Carnaval","Santaninha, Baby, Rubens Gordinho e Marcelo Abreu",
nene-de-vila-matilde,Nenê de Vila Matilde,2005,SP,Grupo Especial,Um Voo da Águia Entre Dois Mundos,Marco Antônio,
nene-de-vila-matilde,Nenê de Vila Matilde,2006,SP,Grupo Especial,Mamma Bahia - Ópera Negra Lídia de Oxum,"Santaninha, Rubens Gordinho, Rafael, Renato, Teco, Juninho, Clóvis e Baby",
nene-de-vila-matilde,Nenê de Vila Matilde,2007,SP,Grupo Especial,A Águia Radiante com o Pioneiro das Comunicações – João Jorge Saad – 70 Anos de Conquistas e Realizações,"Santaninha, Fabiano Sorriso, Paulinho Sampagode e Gonçalves",
nene-de-vila-matilde,Nenê de Vila Matilde,2008,SP,Grupo Especial,Um vôo da águia como nunca se viu! Também somos folclore do nosso Brasil - 110 anos aprendendo com Câmara Cascudo,"Adriano Bejar, Nenê e Sulu",
nene-de-vila-matilde,Nenê de Vila Matilde,2009,SP,Grupo Especial,"60 anos – coração guerreiro, a grande refazenda do samba","Cláudio Russo, J. Velloso, Marquinhos, Ney do Cavaco e Cláudio Tricolor",
nene-de-vila-matilde,Nenê de Vila Matilde,2010,SP,Grupo de Acesso,A Água Nossa de Cada Dia. A Pureza da Águia é a Essência de Nossas Vidas!,,
nene-de-vila-matilde,Nenê de Vila Matilde,2011,SP,Grupo Especial,Salis Sapientiae - Uma história do mundo,,
nene-de-vila-matilde,Nenê de Vila Matilde,2012,SP,Grupo de Acesso,"Chica convida... No palácio da Nenê, a festa é para você!","Dom Álvaro, Beto do Cartório, Rodrigo Pezão Lucas B e Belão",
nene-de-vila-matilde,Nenê de Vila Matilde,2013,SP,Grupo Especial,Da Revolta dos Búzios a atualidade. A Nenê canta a igualdade!,,
nene-de-vila-matilde,Nenê de Vila Matilde,2014,SP,Grupo Especial,Paixão proibidas e outros amores...,"Moisés Santiago, Luciano Rosa, Gabriel Cacique, Marcelo Careca e Nilson Feijão",
nene-de-vila-matilde,Nenê de Vila Matilde,2015,SP,Grupo Especial,Moçambique: A lendária terra do Baobá sagrado,,
nene-de-vila-matilde,Nenê de Vila Matilde,2016,SP,Grupo Especial,Nenê apresenta seu musical: Rainha Raia nas Asas do Carnaval,"KasKa, Silas Augusto, Zé Paulo Sierra, Vitão, Sandrinho, Juninho Da Vila e Claudio Mattos",
nene-de-vila-matilde,Nenê de Vila Matilde,2017,SP,Grupo Especial,""" Coré Etuba . A ópera de todos os povos, terra de todas as gentes, Curitiba de todos os sonhos.""","Kaska, Silas Augusto, Zé Paulo Sierra, Vitão, Juninho da Vila, Léo do Cavaco, Sandrinho e Luís Jorge",
nene-de-vila-matilde,Nenê de Vila Matilde,2018,SP,Grupo de Acesso,A Epopeia de uma Deusa Africana,"Kaska, Silas Augusto, Vitão, Zé Paulo Sierra, Léo do Cavaco e Luis Jorge",
nene-de-vila-matilde,Nenê de Vila Matilde,2019,SP,Grupo de acesso 1,"A majestade do samba chegou! Corri pra ver... pra ver quem era. Chegando lá, era a Nenê e a Portela","Kaska, Turko, Luis Mancha, Zé Paulo Sierra, Vitão, Maradona, Léo do Cavaco, Fran da Vila, Rafa do Cavaco e Silas Augusto",
nene-de-vila-matilde,Nenê de Vila Matilde,2020,SP,Grupo de Acesso 1,O Presente da Deusa e o brinde da Águia,"Adauto Alves, Dadô Poeta, China, Akash, Samuel Bussunda e Marcio Pessi",
nene-de-vila-matilde,Nenê de Vila Matilde,2022,SP,Grupo de acesso 2,Narciso Negro,"Dom Marcos, Marco Antônio, Nilton da Flor, Mikal,Vado e Zé Carlos",
nene-de-vila-matilde,Nenê de Vila Matilde,2023,SP,Grupo de Acesso 1,Faraó Bahia,"MV Angelo, Maurício Rocha Jr., Kauê Rodrigues, Rodrigo Aita, Gabriel Simões, Raphael Gravino, Rafael Faustino, Maykon Rodrigues, Gustavo Martins, Juninho da Vila, André Ricardo, Jacopetti, Douglas Chocolate, Luciano Godoi, Dr. Elio, Serginho Engenheiro, Gui Leste e Godoi",
nene-de-vila-matilde,Nenê de Vila Matilde,2024,SP,Grupo de Acesso 1,"Cirandando a Vida pra Lá e pra Cá. Sou Lia, Sou Nenê, Sou de Itamaracá","Kaska, Léo Do Cavaco, Silas Augusto, Luí Mancha, Dr. Élio, Vitão e Bruno Gianelli",
nene-de-vila-matilde,Nenê de Vila Matilde,2025,SP,Grupo de Acesso 1,"Um quê de poesia e um tanto de magia, nessa arte de encantar o imaginário popular…","Adauto Alves, Dadô Poeta, China, Akash, Samuel Bussunda e Marcio Pessi",
nene-de-vila-matilde,Nenê de Vila Matilde,2026,SP,Grupo de Acesso 1,Encruzas - Nenê de corpo e alma no coração de São Paulo,"Leandro Neguinho, Victor Rangel, Guerra, Deco, Herval Neto, Daniel Paixão, Jonathan Tenório, Gigi da Estiva e Rene Barbosa",
paraiso-do-tuiuti,Paraíso do Tuiuti,1955,RJ,,Apoteose a Edgar Roquete Pinto,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1956,RJ,Supercampeonato,"O Circo, a Grande Parada",,
paraiso-do-tuiuti,Paraíso do Tuiuti,1957,RJ,Supercampeonato,Meus Sonhos de Criança,Ala de Compositores,
paraiso-do-tuiuti,Paraíso do Tuiuti,1958,RJ,Campeonato,Homenagem às Forças Armadas,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1959,RJ,Supercampeonato,Batalha do Tuiuti,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1960,RJ,Campeonato Câmara do DF,Exaltação a Villa Lobos,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1961,RJ,Desfile intermediário,"Exaltação a Pedro Américo, Castro Alves e Rui Barbosa",,
paraiso-do-tuiuti,Paraíso do Tuiuti,1963,RJ,Grupo 3,Glória a Villa-Lobos,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1964,RJ,Grupo 3,Uma Formatura nas Agulhas Negras,Noca e Madeira,
paraiso-do-tuiuti,Paraíso do Tuiuti,1965,RJ,Grupo 2,Quatro Séculos de Glória,Shirley F. Ramos e W. Marcal,
paraiso-do-tuiuti,Paraíso do Tuiuti,1966,RJ,Grupo 2,Sonho de Uma Noite de Carnaval,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1968,RJ,Grupo 3,"São Cristóvão, Bairro Imperial",,
paraiso-do-tuiuti,Paraíso do Tuiuti,1969,RJ,Grupo 2,O Mundo da Poesia de Olavo Bilac,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1970,RJ,Grupo 2,"Alencar, Patriarca da Literatura Brasileira",Vicente Arides,
paraiso-do-tuiuti,Paraíso do Tuiuti,1971,RJ,Grupo 2,"Rio, Carnaval e Batucada",,
paraiso-do-tuiuti,Paraíso do Tuiuti,1972,RJ,Grupo 2,Sempre Brasil (Brasil de Ponta a Ponta),"Marçal, Savi e Sirley",
paraiso-do-tuiuti,Paraíso do Tuiuti,1973,RJ,Grupo 2,Os Imortais da Música Brasileira,Noca da Portela e Poliba,Noca da Portela
paraiso-do-tuiuti,Paraíso do Tuiuti,1974,RJ,Grupo 2,"Olimpíadas, Festa de Um Povo","Sirley, Savi e Marçal",Sirley
paraiso-do-tuiuti,Paraíso do Tuiuti,1975,RJ,Grupo 2,Obra e Vida de Cecília Meireles,Noca da Portela e Poliba,Léo
paraiso-do-tuiuti,Paraíso do Tuiuti,1976,RJ,Grupo 2,Cobra Norato,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1977,RJ,Grupo 2,Brasil Caboclo,"Mauro Rosas, Otolino Lopes e Carlos Martins",Mauro Rosas
paraiso-do-tuiuti,Paraíso do Tuiuti,1978,RJ,Grupo 3,Carnaval de Ontem e de Hoje,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1979,RJ,Grupo 2-B,Orlando Silva,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1980,RJ,,É a Sorte,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1981,RJ,Grupo 2-A,Exaltação a Vinícius de Moraes,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1982,RJ,Grupo 2-A,Alegria,,Aldir
paraiso-do-tuiuti,Paraíso do Tuiuti,1983,RJ,Grupo 1-B,Vamos Falar de Amor,Beto Xangô e Dentinho,Paulo César Peçanha
paraiso-do-tuiuti,Paraíso do Tuiuti,1984,RJ,Grupo 1-B,1984 - Um Ano de Otimismo,Vicente Arides,
paraiso-do-tuiuti,Paraíso do Tuiuti,1985,RJ,Grupo 2-A,Axé Raça Negra,J. Cabeleira e G. Madeira,
paraiso-do-tuiuti,Paraíso do Tuiuti,1986,RJ,Grupo 2-A,A Neta de Chiquita Bacana,"Jorge Cabeleira, Oliba, Geraldo Martins e Madeira",
paraiso-do-tuiuti,Paraíso do Tuiuti,1987,RJ,Grupo 3,"Força Viva do Samba, Pagode",,
paraiso-do-tuiuti,Paraíso do Tuiuti,1988,RJ,Grupo 2,"Filho de Branco É Menino, Filho de Negro É Moleque","Zé Lôbo, Cocada, Bidubi, Jorge Neguinho e Rodolfo da Bacia",Rodolfo da Bacia
paraiso-do-tuiuti,Paraíso do Tuiuti,1989,RJ,Grupo 2,"Folclore, Tradição Popular","Poliba, Jorge Cabeleira, Toninho 70 e Fernando",Jair
paraiso-do-tuiuti,Paraíso do Tuiuti,1990,RJ,Grupo 1,"Eneida, o Pierrô Está de Volta","Aldir, Parim, Jorge Neguinho e Fernando J.",Bidubi
paraiso-do-tuiuti,Paraíso do Tuiuti,1991,RJ,Grupo 1,Asa Branca,"Valéria, Fernanda e Carmen",Pedro de Abreu Maciel (Pedrinho da Flor)
paraiso-do-tuiuti,Paraíso do Tuiuti,1992,RJ,Grupo 2,Será que Vai dar Praia?,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1993,RJ,Grupo 2,Os Anjos,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1994,RJ,Grupo 2,Nas Asas do Tuiuti,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1995,RJ,Grupo B,"Recicla Brasil, o Lixo É Um Luxo",,
paraiso-do-tuiuti,Paraíso do Tuiuti,1996,RJ,Grupo C,A Raça em Movimento,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1997,RJ,Grupo C,Um Príncipe Negro nas Ruas do Rio,,
paraiso-do-tuiuti,Paraíso do Tuiuti,1998,RJ,Grupo B,"Oui oui, a França Esteve Aqui!","Sirley, Jurandir, Alceu, Binho e Moreno",
paraiso-do-tuiuti,Paraíso do Tuiuti,1999,RJ,Grupo B,Uma Delícia Glacial no País do Carnaval,"Rafael, Humberto e Shabba do Pandeiro",Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2000,RJ,Grupo A,Um Monarca na Fuzarca,"César Som Livre, Jurandir, Meia Noite, Gil, Arere, Tunico e Serginha da Ilha",Ciganerey e Eliane Faria
paraiso-do-tuiuti,Paraíso do Tuiuti,2001,RJ,Grupo Especial,Um Mouro no Quilombo. Isto a História Registra!,"Cesar Som Livre, Kleber Rodrgigues, David Lima e Claudio Martins",Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2002,RJ,Grupo A,"Arlindo, Arlequins e Querubins: Um Carnaval no Paraíso","Waltinho, Bahia, Luiz Pinheiro e Catimba",Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2003,RJ,Grupo A,Tuiuti Desfila o Brasil nas Telas de Portinari,"Marcos Antunes, Doutor, Silvão, Eli Penteado e Fernando de Lima",Clovis Pereira de Azevedo (Clóvis Pê)
paraiso-do-tuiuti,Paraíso do Tuiuti,2004,RJ,Grupo A,"Olha que Coisa Mais Linda, o Poeta Está no Paraíso",Eric e Zezé,Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2005,RJ,Grupo A,"Cravo de Ouro, Eu Também Sou da Lira e Não Quero Negar","Ceí, Reza, Pelé, Jurandir e Wanderley",Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2006,RJ,Grupo B,"O Imperador Morava Ali, do Outro Lado do Tuiuti","Du Pagode, Fábio Malafaia, J.Júnior e Marcelo Pagodeiro",Serginho Gama
paraiso-do-tuiuti,Paraíso do Tuiuti,2007,RJ,Grupo B,Vamos Falar de Amor,Beto Xangô,Alex Tuiuti
paraiso-do-tuiuti,Paraíso do Tuiuti,2008,RJ,Grupo B,"Cartola , Teu Cenário É Uma Beleza","Silvão, Aníbal, Jerônimo GG, Betinho do Cavaco e Cássia Novelli",Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2009,RJ,Grupo A,O Cassino da Urca,"Aníbal, Gilmar Silva, Jurandir, Jerônimo GG, Fábio Malafaia e Jurandir Terra",Ciganerey
paraiso-do-tuiuti,Paraíso do Tuiuti,2010,RJ,Grupo A,"Eneida , o Pierrôt Está de Volta!","Anibal, Jr. Fionda, Luiz Caxias, Reza, Marcio de Campos e Ceí",Anderson Fernandes da Silva (Anderson Paz)
paraiso-do-tuiuti,Paraíso do Tuiuti,2011,RJ,Grupo B,O Mais Doce Bárbaro - Caetano Veloso,"Eric Souza, Elton Divino, Rodrigo Monteiro, Zezé e Gê Tuiuti",Daniel Silva
paraiso-do-tuiuti,Paraíso do Tuiuti,2012,RJ,Grupo A,A Tal Mineira,"Jurandir, Anibal, Adauto Alves, Reza e Pelé",Daniel Silva
paraiso-do-tuiuti,Paraíso do Tuiuti,2013,RJ,Série A,Ao Mestre do Riso com Carinho: As Caras do Brasil,"André Kaballa, Leandro Kfé, Junior Santana, Thiago Meiners e Sônia Cabra",Daniel Silva
paraiso-do-tuiuti,Paraíso do Tuiuti,2014,RJ,Série A,"Kizomba, a Festa da Raça","Rodolpho, Jonas e Luiz Carlos da Vila",Daniel Silva
paraiso-do-tuiuti,Paraíso do Tuiuti,2015,RJ,Série A,Curumim Chama Cunhantã que Eu Vou Contar…,"Anderson Benson, Leandro Rc, Minueto, Flazil Câmara e Flavinho Segal",Daniel Silva
paraiso-do-tuiuti,Paraíso do Tuiuti,2016,RJ,Série A,A Farra do Boi,"Rafael Júnior, Jorge Maia, W. Correia, Dilson Marimba e Claudio Russo",Daniel Silva e Leandro Santos
paraiso-do-tuiuti,Paraíso do Tuiuti,2017,RJ,Grupo Especial,Carnavaleidoscópio Tropifágico,"Rafael Bernini, Carlinhos Chirrinha, Luis Caxias, Wellington Onirê e Fernandão",Wantuir
paraiso-do-tuiuti,Paraíso do Tuiuti,2018,RJ,Grupo Especial,"Meu Deus, Meu Deus, Está Extinta a Escravidão?","Cláudio Russo, Moacyr Luz, Jurandir, Zezé e Aníbal","Nino do Milênio, Celsinho Moddy e Grazi Brasil"
paraiso-do-tuiuti,Paraíso do Tuiuti,2019,RJ,Grupo Especial,O Salvador da Pátria,"Moacyr Luz, Cláudio Russo, Dona Zezé, Jurandir e Aníbal",Celsinho Moddy
paraiso-do-tuiuti,Paraíso do Tuiuti,2020,RJ,Grupo Especial,O Santo e o Rei : Encantarias de Sebastião,"Moacyr Luz, Cláudio Russo, Aníbal, Júlio Alves, Pier e Tricolor",Celsinho Moddy e Nino do Milênio
paraiso-do-tuiuti,Paraíso do Tuiuti,2021,RJ,,Ka ríba tí ÿe – Que nossos caminhos se abram,,Celsinho Moddy e Nino do Milênio
paraiso-do-tuiuti,Paraíso do Tuiuti,2022,RJ,Grupo Especial,"Ka Ríba Tí Ye – Que Nossos Caminhos Se Abram. O Tuiuti Canta Histórias de Luta, Sabedoria e Resistência Negra","Claudio Russo, Moacyr Luz, Júlio Alves, Chico Alves, Alessandro Falcão, W. Correia e Píer",Celsinho Moddy e Carlos Júnior
paraiso-do-tuiuti,Paraíso do Tuiuti,2023,RJ,Grupo Especial,Mogangueiro da Cara Preta,"Claudio Russo, Moacyr Luz, Gustavo Clarão, Júlio Alves, Alessandro Falcão, Pier Ubertini e W. Correia",Wander Pires
